#,Business Name,Industry/Niche,Bogota Location,Website,Website Problem,Business Email,Evidence/Source,Why High-Ticket Prospect,Lead Score
237,OdontoLagos – Dr. Armando Lagos Bruce,Odontología / Cirugía oral e implantología,"Calle 1B # 30-38, Barrio Santa Matilde, Bogotá",https://lagosbruce.wixsite.com/implantesdentales,Sitio en subdominio gratuito de Wix con estilo de plantilla genérica sin personalizar; copyright desactualizado en 2019; sin testimonios ni reseñas de pacientes; contacto principal es un Hotmail personal en vez de dominio propio.,lagosbruce@hotmail.com,https://lagosbruce.wixsite.com/implantesdentales (visitado vía WebFetch),Implantología dental y cirugía oral son procedimientos de valor alto por caso; el doctor tiene consultorio propio establecido pero su presencia web no refleja ese nivel de especialización.,8
238,Ciro Alejandro Peña López (Estética Alternativa),Medicina estética / bioenergética,"Carrera 23 N° 124-87, Consultorio 401, Torre 1, Bogotá",https://esteticaalternativa.wixsite.com/ciropl,Sitio Wix desactualizado con personalización mínima; enlaces de redes sociales rotos; sin testimonios de pacientes ni casos reales; contacto principal es un Gmail personal en vez de dominio propio.,esteticaalternativacp@gmail.com,https://esteticaalternativa.wixsite.com/ciropl (visitado vía WebFetch),"Consultorio propio de medicina estética en zona norte de Bogotá (cerca a Unicentro), con más de una década de trayectoria declarada y membresías en asociaciones de medicina estética.",6
239,O.D Especialistas,"Odontología especializada (implantología, ortodoncia, rehabilitación oral)","Avenida Carrera 30 # 57-55, Piso 2, Bogotá D.C.",https://odespecialistas.wixsite.com/odespecialistas,Sitio Wix sin actualizar (copyright 2018 pese a que la clínica dice estar fundada en 2001); errores ortográficos visibles; sección de testimonios sin ningún testimonio real; contacto principal es un Gmail genérico en vez de dominio propio.,cliniodonto.odespecialistas@gmail.com,https://odespecialistas.wixsite.com/odespecialistas (visitado vía WebFetch),"Clínica con más de 20 años de trayectoria declarada que ofrece implantología, rehabilitación oral y ortodoncia — servicios de ticket alto — pero su web no comunica ese nivel.",7
240,Mery Mendoza Estética Dental,Odontología estética,"Carrera 77A No 64J-02, Barrio Villaluz, Bogotá",https://merymed.wixsite.com/mery-mendoza,Sitio Wix con imágenes de plantilla sin personalizar completamente; sin testimonios ni reseñas de pacientes; contacto principal es un Gmail personal en vez de dominio propio.,merymendozaesteticadental@gmail.com,https://merymed.wixsite.com/mery-mendoza (visitado vía WebFetch),"Odontología estética con 12 años de experiencia declarados por la propia profesional, consultorio propio en Bogotá — servicio de ticket alto sin evidencia social que respalde ese nivel.",7
241,Estación de Sonrisas,Odontología general y especializada,"Calle 78 #16-20, Edificio El Lago, Consultorio 505, Bogotá",https://estaciondesonrisas0.wixsite.com/estaciondesonrisas,"Sitio Wix sin personalizar, sin testimonios de pacientes; formulario de contacto no funcional; el enlace de Instagram redirige a una cuenta genérica de Wix en vez de la cuenta real del negocio; contacto principal es un Gmail genérico en vez de dominio propio.",estaciondesonrisas@gmail.com,https://estaciondesonrisas0.wixsite.com/estaciondesonrisas (visitado vía WebFetch),"Clínica dental con consultorio propio en edificio médico de la zona de Chapinero/Chicó (Calle 78), ofrece servicios odontológicos integrales de ticket alto sin presencia web que lo respalde.",6
242,Claudia López Fisioterapeuta,Fisioterapia / rehabilitación (movilidad corporal y terapia respiratoria),"Carrera 82 # 22A-71, Barrio Modelia, Bogotá",https://claudialopezfisio.wixsite.com/fisioterapeuta,Sitio Wix minimalista con contenido muy escaso más allá de los datos de contacto; sin testimonios de pacientes; sin formulario de contacto (depende solo de teléfono/redes sociales).,claudialopezfisioterapeuta@gmail.com,https://claudialopezfisio.wixsite.com/fisioterapeuta (visitado vía WebFetch),"20 años de experiencia declarados en fisioterapia especializada (movilidad y terapia respiratoria) con consultorio propio en Modelia, perfil de recuperación de largo plazo de ticket más alto.",6
243,Avalúos Comerciales,Avalúos certificados de inmuebles y propiedades (NIIF),Bogotá y Cundinamarca (oficina no publicada),http://www.avaluoscomerciales.com/,"Diseño Joomla desactualizado (estética típica de 2010-2015, banners estáticos), muestra un mensaje de error técnico visible en el sitio (""Your module ID 102 is still working in V8 Legacy mode""), sin sección de testimonios, sin nombre de responsable identificado.",ventas@avaluoscomerciales.com,http://www.avaluoscomerciales.com/ ; /nosotros.html (visitado vía WebFetch),"Empresa de avalúos comerciales certificados (Registro Abierto de Avaluadores, Lonja de Bogotá) con cobertura multi-ciudad — trabajos de valuación de alto valor para bancos, aseguradoras y grandes propietarios.",7
244,Elite Inmobiliaria,"Finca raíz premium — venta y arriendo de oficinas, locales y propiedades residenciales","CL 116 15B 26, Of. 307, Bogotá",https://eliteinmo.co/,Sin formulario de contacto visible y sin WhatsApp visible en el sitio (a pesar de ser inmobiliaria activa); único canal digital es un correo de mercadeo.,mercadeo@eliteinmo.co,https://eliteinmo.co/ ; /arriendo-locales-comerciales/ (visitado vía WebFetch),"Inmobiliaria afiliada a la red internacional LeadingRE, especializada en oficinas, locativas y propiedades de alto valor en Bogotá.",8
245,MG Arte y Decoración,"Construcción y remodelación integral (excavación, rehabilitación, restauración)","Carrera 112 A., Bogotá DC 111031",https://mg-arte-y-decoracion.ueniweb.com/,"Plantilla genérica de directorio (UENI) sin personalizar, sin portafolio de proyectos, sin testimonios, contacto principal es un Gmail personal en vez de dominio propio.",mg.arteydeco@gmail.com,https://mg-arte-y-decoracion.ueniweb.com/ (visitado vía WebFetch),"Empresa constructora que ofrece rehabilitación y restauración integral de edificaciones en Bogotá, servicio 24/7 cobertura nacional.",6
246,Constructora Fundar,"Construcción integral y remodelación (casas, adecuaciones, drywall)","Diagonal 50 No 53-31, Bogotá 110611",https://constructora-fundar.ueniweb.com/,"Plantilla genérica de directorio (UENI) sin terminar, sin WhatsApp, sin portafolio ni testimonios, contacto principal es un Gmail personal en vez de dominio propio.",constructorafundar@gmail.com,https://constructora-fundar.ueniweb.com/ (visitado vía WebFetch),"Constructora con portafolio de servicios integral (remodelaciones, adecuaciones, construcción de casas completas) en Bogotá.",6
247,Remodelaciones JC,"Construcción y remodelación integral (casas, apartamentos, oficinas)","Calle 31 F Sur #15-14, Bogotá DC 110421",https://remodelaciones-jc.ueniweb.com/,"Plantilla genérica de directorio (UENI), sin WhatsApp visible, contacto principal es un Hotmail personal en vez de dominio propio.",chechon00@hotmail.com,https://remodelaciones-jc.ueniweb.com/ (visitado vía WebFetch),"Constructora que atiende remodelación integral de casas, apartamentos y oficinas, con cobertura Bogotá-Soacha-Cundinamarca.",6
248,SIMAE Ingeniería,"Ingeniería industrial — proyectos eléctricos, comunicaciones, seguridad, construcción e interventoría","Carrera 8 Bis A #155-45, Bogotá D.C.",https://simaeing.wixsite.com/simaeingenieria,"Diseño Wix muy anticuado (estructura básica sin actualizar hace varios años), sin WhatsApp visible, sin testimonios de clientes.",contacto@simae.com.co,https://simaeing.wixsite.com/simaeingenieria (visitado vía WebFetch),"Firma de ingeniería con proyectos de diseño, construcción e interventoría para obras residenciales, industriales y comerciales — contratos técnicos de alto valor.",7
249,ARF Arquitectos,Arquitectura y diseño,"Ak. 58 #128b-94, Of. 401, Bogotá",https://arquitectosarf.wixsite.com/arquitectos,"Diseño Wix anticuado sin actualizaciones recientes, sin WhatsApp integrado, sin testimonios, contacto principal es un Gmail personal en vez de dominio propio.",arf.arquitectos@gmail.com,https://arquitectosarf.wixsite.com/arquitectos (visitado vía WebFetch),Firma de arquitectura con oficina física en Bogotá y portafolio de proyectos propios (diseño y construcción).,6
250,ASOLONJAS (Asociación de Lonjas Inmobiliarias) — Avalúos,Avalúos certificados de bienes raíces,Bogotá D.C. (oficina no publicada),https://avaluo.wixsite.com/asolonjas,"Diseño Wix muy básico y anticuado, sin formulario de contacto integrado, sin portafolio de proyectos, sin testimonios, contacto principal es un Hotmail genérico en vez de dominio propio.",avaluo@hotmail.com,https://avaluo.wixsite.com/asolonjas (visitado vía WebFetch),"Avaluadores profesionales afiliados a Asolonjas, con ingeniero responsable identificado (Ing. Giovanni Bustos) — servicio técnico especializado de alto valor.",7
251,Carolina Macias Diseño Interior,Diseño de interiores / asesoría en mobiliario,"Carrera 8 Bis A #148-31, Bogotá DC 111011",https://todo-empieza-en-tu-interior.ueniweb.com/,"Plantilla genérica de directorio (UENI) sin portafolio de proyectos ni testimonios, contacto principal es un Gmail personal en vez de dominio propio.",caritomm32@gmail.com,https://todo-empieza-en-tu-interior.ueniweb.com/ (visitado vía WebFetch),"Diseñadora de interiores independiente identificada por nombre, con dirección física en Bogotá y servicios de asesoría en diseño y mobiliario personalizado.",6
252,Servir Grupo Inmobiliario,"Finca raíz — venta, arriendo y avalúos","Calle 24A #74A-90, Bogotá DC 110931",https://servir-grupo-inmobiliario.ueniweb.com/,"Plantilla genérica de directorio (UENI), sin WhatsApp visible, sin portafolio de propiedades ni testimonios, contacto principal es un Gmail personal en vez de dominio propio.",maleja2000344@gmail.com,https://servir-grupo-inmobiliario.ueniweb.com/ (visitado vía WebFetch),"Inmobiliaria que ofrece venta, arriendo, avalúos y préstamos hipotecarios — servicios de finca raíz de valor alto y transacciones financieras asociadas.",7
253,Metro Construido,"Asesoría inmobiliaria, avalúos y consultoría en propiedad horizontal","Avenida Jiménez #10-58, Oficina 306, Bogotá D.C.",https://metroconstruido2020.wixsite.com/metro-construido/buscar,"Diseño Wix anticuado, sin formulario de contacto ni WhatsApp visible, sin portafolio digital estructurado, contacto principal es un Outlook personal en vez de dominio propio.",metroconstruido@outlook.com,https://metroconstruido2020.wixsite.com/metro-construido/buscar (visitado vía WebFetch),"Empresa de valuación técnica de propiedades y consultoría en propiedad horizontal, con oficina en el centro financiero de Bogotá (Av. Jiménez).",6
